repository,path,final_state,is_alive,first_month,last_activity_month,lifespan_months
ros2/performance_test_fixture,Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(9m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Dead(3m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(10m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Dead(8m),Dead,False,2020-07,2025-07,69
ros2/pybind11_vendor,Running(1m)-Dead(9m)-Zombie(1m)-Dead(2m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(9m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(4m)-Dead(2m)-Running(4m)-Dead(2m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(6m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Running(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(4m),Dead,True,2019-06,2025-11,82
ros2/python_cmake_module,Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(11m)-Running(1m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(5m)-Running(2m)-Dead(3m)-Running(3m)-Dead(2m)-Running(2m)-Dead(3m)-Running(1m)-Dead(5m)-Zombie(3m)-Dead(4m)-Running(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(3m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(13m),Dead,False,2016-02,2025-02,122
ros2/rcl,Running(3m)-Dead(1m)-Running(2m)-Dead(3m)-Running(8m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(50m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(42m)-Zombie(1m),Zombie,True,2015-02,2026-03,134
ros2/rcl_interfaces,Running(5m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(3m)-Dead(2m)-Running(4m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(5m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(11m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Running(4m)-Zombie(2m)-Dead(1m)-Running(2m)-Zombie(2m)-Running(3m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(4m)-Running(2m)-Dead(5m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(3m)-Dead(1m)-Running(1m)-Zombie(4m)-Dead(2m)-Running(1m)-Zombie(1m),Zombie,True,2015-04,2026-03,132
ros2/rcl_logging,Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(12m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(6m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(3m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m),Zombie,True,2018-10,2026-03,90
ros2/rclc,Running(3m)-Dead(1m)-Running(2m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(3m)-Dead(16m)-Zombie(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(3m)-Running(4m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(4m)-Running(7m)-Zombie(1m)-Dead(2m)-Running(11m)-Zombie(2m)-Running(7m)-Zombie(1m)-Running(1m)-Zombie(5m)-Running(6m)-Zombie(4m)-Dead(1m)-Running(1m)-Zombie(3m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(2m)-Zombie(6m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m),Zombie,True,2015-02,2026-03,134
ros2/rclcpp,Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Running(132m)-Zombie(1m),Zombie,True,2014-07,2026-03,141
ros2/rclpy,Running(1m)-Dead(1m)-Running(6m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(57m)-Zombie(1m)-Running(55m)-Zombie(1m),Zombie,True,2015-11,2026-03,125
ros2/rcpputils,Running(8m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(17m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(3m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(2m)-Dead(1m)-Running(6m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(4m),Dead,True,2019-02,2025-11,86
ros2/rcutils,Running(11m)-Zombie(1m)-Running(40m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(9m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m),Zombie,True,2017-02,2026-03,110
ros2/realtime_support,Running(14m)-Dead(2m)-Running(5m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(10m)-Zombie(2m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(7m)-Running(8m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(4m)-Running(2m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(3m)-Zombie(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m),Dead,True,2015-06,2026-02,130
ros2/rmw,Running(3m)-Dead(1m)-Running(6m)-Zombie(1m)-Running(13m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(32m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(16m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(6m)-Zombie(2m)-Running(3m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Running(8m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Dead(1m)-Zombie(1m),Zombie,True,2014-07,2026-03,141
ros2/rmw_connextdds,Running(9m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(6m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(10m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Dead(1m),Dead,True,2020-10,2026-02,66
ros2/rmw_cyclonedds,Running(1m)-Dead(8m)-Running(3m)-Zombie(1m)-Running(18m)-Zombie(1m)-Running(16m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(6m)-Zombie(1m)-Running(7m)-Zombie(2m)-Running(7m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m),Zombie,True,2018-07,2026-03,93
ros2/rmw_dds_common,Running(1m)-Zombie(6m)-Running(11m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(3m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(4m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(4m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m),Dead,True,2019-09,2026-02,79
ros2/rmw_fastrtps,Running(2m)-Dead(1m)-Running(19m)-Zombie(1m)-Running(31m)-Zombie(1m)-Running(28m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(21m)-Zombie(1m)-Running(12m)-Zombie(1m)-Running(2m)-Zombie(2m)-Dead(1m)-Zombie(1m),Zombie,True,2015-05,2026-03,131
ros2/rmw_gurumdds,Running(11m)-Dead(1m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(2m)-Running(3m)-Dead(2m)-Running(13m)-Dead(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(2m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(6m)-Dead(1m)-Running(3m)-Dead(2m)-Running(1m)-Dead(7m),Dead,False,2019-06,2025-08,82
ros2/rmw_implementation,Running(3m)-Dead(1m)-Running(6m)-Dead(2m)-Running(6m)-Dead(3m)-Running(3m)-Dead(5m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(9m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(20m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(4m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(5m)-Dead(1m),Dead,True,2014-07,2026-02,141
ros2/rmw_zenoh,Running(7m)-Dead(4m)-Running(1m)-Dead(2m)-Running(2m)-Dead(22m)-Running(30m)-Zombie(1m),Zombie,True,2020-07,2026-03,69
ros2/ros1_bridge,Running(7m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(1m)-Running(5m)-Zombie(2m)-Running(8m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(9m)-Zombie(2m)-Running(13m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(25m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(3m),Dead,True,2015-06,2025-12,130
ros2/ros2_tracing,Running(18m)-Dead(1m)-Running(2m)-Dead(1m)-Running(13m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(3m)-Running(8m)-Dead(1m)-Zombie(1m)-Running(10m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(10m)-Zombie(1m)-Running(2m)-Zombie(1m),Zombie,True,2019-05,2026-03,83
ros2/ros2cli,Running(7m)-Zombie(1m)-Running(67m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(16m)-Zombie(1m)-Running(4m)-Zombie(1m),Zombie,True,2017-06,2026-03,106
ros2/ros2cli_common_extensions,Running(1m)-Zombie(2m)-Running(1m)-Dead(3m)-Running(2m)-Dead(12m)-Running(3m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(11m)-Running(1m)-Dead(6m)-Running(1m)-Dead(3m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(4m)-Running(1m)-Dead(3m),Dead,True,2020-07,2025-12,69
ros2/ros_testing,Running(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(4m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Running(1m)-Dead(6m)-Running(1m)-Dead(2m)-Running(1m)-Dead(2m)-Running(3m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(11m)-Running(1m)-Dead(5m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Dead(8m),Dead,False,2019-04,2025-07,84
ros2/ros_workspace,Running(3m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(5m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(3m)-Running(2m)-Dead(7m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(12m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(3m)-Dead(18m)-Zombie(1m)-Dead(15m),Dead,False,2017-05,2024-12,107
ros2/rosbag2,Running(3m)-Dead(1m)-Running(92m)-Zombie(1m),Zombie,True,2018-03,2026-03,97
ros2/rosbag2_bag_v2,Running(3m)-Dead(1m)-Running(10m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(4m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(20m)-Zombie(2m)-Dead(7m),Dead,False,2018-03,2025-08,97
ros2/rosidl,Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Running(16m)-Dead(1m)-Running(9m)-Zombie(1m)-Running(15m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(9m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(17m)-Zombie(1m)-Running(14m)-Zombie(1m)-Running(16m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(13m)-Zombie(1m),Zombie,True,2014-07,2026-03,141
ros2/rosidl_core,Running(2m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(11m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(2m)-Zombie(2m)-Dead(1m),Dead,True,2022-08,2026-02,44
ros2/rosidl_dds,Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Running(6m)-Dead(1m)-Running(2m)-Dead(4m)-Running(3m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(2m)-Dead(2m)-Running(2m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(2m)-Zombie(3m)-Running(3m)-Dead(5m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(7m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(8m)-Running(2m)-Dead(1m)-Running(1m)-Dead(6m)-Running(1m)-Dead(3m)-Running(2m)-Dead(11m),Dead,False,2014-07,2025-04,141
ros2/rosidl_defaults,Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Running(16m)-Dead(1m)-Running(6m)-Dead(4m)-Running(4m)-Dead(1m)-Running(2m)-Dead(1m)-Running(6m)-Dead(3m)-Running(1m)-Dead(3m)-Running(2m)-Dead(4m)-Running(1m)-Dead(5m)-Zombie(1m)-Running(3m)-Dead(3m)-Running(2m)-Zombie(1m)-Dead(2m)-Running(2m)-Dead(10m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(11m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(3m)-Running(2m)-Dead(1m)-Running(2m)-Dead(5m)-Zombie(2m)-Dead(1m),Dead,True,2014-07,2026-02,141
ros2/rosidl_dynamic_typesupport,Running(2m)-Dead(2m)-Running(3m)-Dead(6m)-Running(1m)-Dead(5m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(4m),Dead,True,2023-03,2025-11,37
ros2/rosidl_dynamic_typesupport_fastrtps,Running(2m)-Dead(11m)-Running(1m)-Dead(4m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(5m)-Zombie(1m)-Running(1m)-Dead(4m),Dead,True,2023-03,2025-11,37
ros2/rosidl_python,Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Running(16m)-Dead(1m)-Running(9m)-Dead(1m)-Running(14m)-Zombie(1m)-Running(14m)-Zombie(3m)-Running(6m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(5m)-Zombie(1m)-Running(7m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(6m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(3m)-Zombie(3m)-Running(4m)-Dead(1m)-Running(2m)-Zombie(1m),Zombie,True,2014-07,2026-03,141
ros2/rosidl_runtime_py,Running(3m)-Dead(1m)-Running(6m)-Dead(2m)-Running(2m)-Dead(1m)-Running(1m)-Dead(8m)-Running(1m)-Dead(7m)-Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(3m)-Dead(8m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(5m)-Running(1m)-Dead(2m),Dead,True,2019-03,2026-01,85
ros2/rosidl_typesupport,Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Running(16m)-Dead(1m)-Running(6m)-Dead(2m)-Zombie(2m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(8m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(6m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(3m)-Dead(3m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m),Dead,True,2014-07,2026-02,141
ros2/rosidl_typesupport_fastrtps,Running(2m)-Dead(1m)-Running(19m)-Dead(1m)-Running(22m)-Zombie(1m)-Running(5m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(1m)-Running(9m)-Dead(1m)-Running(3m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(3m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(2m)-Dead(1m)-Running(1m)-Dead(2m),Dead,True,2015-05,2026-01,131
ros2/rpyutils,Running(2m)-Dead(1m)-Running(2m)-Dead(9m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(2m)-Dead(7m)-Running(1m)-Dead(3m)-Zombie(1m)-Running(4m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(6m),Dead,True,2020-05,2025-09,71
ros2/rviz,Running(18m)-Dead(2m)-Running(3m)-Dead(1m)-Running(69m)-Dead(4m)-Running(20m)-Zombie(1m)-Running(43m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(38m)-Zombie(1m),Zombie,True,2009-02,2026-03,206
ros2/spdlog_vendor,Running(2m)-Dead(2m)-Zombie(1m)-Running(6m)-Dead(2m)-Running(1m)-Dead(1m)-Running(5m)-Dead(12m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(8m)-Running(1m)-Dead(6m)-Running(1m)-Dead(4m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(9m),Dead,False,2019-09,2025-06,79
ros2/sros2,Running(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(7m)-Dead(1m)-Running(8m)-Zombie(1m)-Running(15m)-Zombie(1m)-Running(6m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(4m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Running(3m)-Zombie(2m)-Dead(4m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(5m)-Zombie(4m)-Running(3m)-Dead(1m),Dead,True,2016-12,2026-02,112
ros2/test_interface_files,Running(4m)-Dead(1m)-Running(1m)-Dead(6m)-Running(2m)-Dead(2m)-Running(4m)-Dead(5m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(5m)-Running(2m)-Dead(1m)-Running(5m)-Dead(2m)-Running(6m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(4m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(6m)-Running(1m)-Dead(4m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(4m),Dead,True,2015-05,2025-11,131
ros2/tinyxml2_vendor,Running(1m)-Dead(11m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(9m)-Running(1m)-Dead(2m)-Running(3m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(4m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(7m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(4m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m),Dead,True,2017-12,2026-01,100
ros2/tinyxml_vendor,Running(1m)-Dead(5m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(6m)-Running(1m)-Dead(1m)-Running(2m)-Dead(7m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(7m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(35m),Dead,False,2017-03,2023-04,109
